,Job Title,Company,City,State
8741,Microservices Developer,RMS Computer Corporation,Irving,TX
8742,PCB Design Engineer,Zolon Tech Solutions Inc,Tewksbury,MA
8743,Application Business Analyst II,Robert Half Technology,San Ramon,CA
8744,UAT Analyst Prf,Freddie Mac,Mc Lean,VA
8745,Senior Web Developer,"DST Systems, Inc",Kansas City,MO
8746,"Senior Web Application Developer- SaaS Co - Javascript, Linux",CyberCoders,Los Angeles,CA
8747,Development Senior (JAVA/J2EE IV),Freddie Mac,Mc Lean,VA
8748,Robert Half Technology Technical Recruiter TS,Robert Half Technology,Raleigh,NC
8749,Software Developer II,CyberData Technologies,Silver Spring,MD
8750,"Helpdesk Support in Monterey, CA with Security+ Certification","22nd Century Technologies, Inc.",Monterey,CA
8751,"Helpdesk Support Specialist in Honolulu, HI with IAT Level-I / IAT Level-II certification","22nd Century Technologies, Inc.",Honolulu,HI
8752,"Sr. Software Engineer, Dealer & OEM",Cargurus,Cambridge,MA
8753,Systems Administrator - Secret Clearance and IAT Level III Cert Required (ID#002),SRG Government Services,Columbia,SC
8754,Robert Half Technology Information Technology Search Technical Recruiter (Perm),Robert Half Technology,Washington,DC
8755,Robert Half Technology Account Executive CS,Robert Half Technology,Oakland,CA
8756,Robert Half Technology Enterprise Technical Recruiter,Robert Half Technology,Las Vegas,NV
8757,Infrastructure Support,"SANS Consulting Services, Inc",Irving,TX
8758,Robert Half Technology Technology Recruiter CS,Robert Half Technology,Minneapolis,MN
8759,Robert Half Technology Technology Recruiter TS,Robert Half Technology,Houston - Northwest,TX
8760,Senior JAVA Software Developer,"DST Systems, Inc",Kansas City,MO
8761,HIM Associate II,Aureus Group,Mission,KS
8762,Robert Half Technology Staffing Support (Temp),Robert Half Technology,Ottawa,ON
8763,"RPG Developer - Omaha, NE",Aureus Group,Omaha,NE
8764,Robert Half Technology Account Executive CS,Robert Half Technology,Raleigh,NC
8765,"Data Architect/ Eng w/exp on Big Data, Hadoop, NoSQL, ETL,REST, in Dahlgren, VA","22nd Century Technologies, Inc.",Dahlgren,VA
8766,Coded UI Tester,Alacrity ITS Inc,Vernon Hills,IL
8767,"Development, Senior (Production Support)",Freddie Mac,Mc Lean,VA
8768,Junior-level Software Engineer (2250-DCS),Stout Systems Development,Ann Arbor,MI
8769,Technical Writer,CyberData Technologies,Bethesda,MD
8770,Network Engineer,Aureus Group,Mission,KS
8771,"C++ Developer, C, Windows, C++ Libraries",Primus Software Corp,Walnut Creek,CA
8772,Palo Alto Firewall Consultant,Zolon Tech Solutions Inc,Alpharetta,GA
8773,Mainframe Engineer - Nebraska,Aureus Group,South Sioux City,NE
8774,Robert Half Technology Account Executive TS,Robert Half Technology,Des Moines,IA
8775,Computational Scientist,CyberData Technologies,Tuscaloosa,AL
8776,Sr. Test Engineer,Association of American Medical Colleges,Washington,DC
8777,IT Audit Senior,"DST Systems, Inc",Kansas City,MO
8778,Project Manager with IAM,"SilverSearch, Inc.",Roseland,NJ
8779,Senior Application Developer Java,iQuasar LLC,Rockville,MD
8780,Linux Systems Engineer - Top Educational Tech Company,CyberCoders,Scottsdale,AZ
8781,"PLM Application Analyst - Teamcenter / Farmington Hills, MI",Pivotal Solutions Inc,Farmington Hills,MI
8782,Robert Half Technology Information Technology Search Technical Recruiter,Robert Half Technology,Mississauga,ON
8783,Lead Oracle Developer,Capital Markets Placement,New York,NY
8784,"Systems Analysis, Sr",Freddie Mac,Mc Lean,VA
8785,PHP Developer,"The Matlen Silver Group, Inc.",Jacksonville,FL
8786,Robert Half Technology Senior Recruiter CS,Robert Half Technology,Dallas - Galleria,TX
8787,"Developer, .Net",Aureus Group,West Des Moines,IA
8788,AWS Architect,"Softpath System, LLC.",Thousand Oaks,CA
8789,Site Reliability Engineer - Docker,Capital Markets Placement,New York,NY
8790,"Controls Engineer - SW, A Great One!",CyberCoders,Louisville,KY
8791,***TS/SCI w/ FS Poly Required*** - Senior Web Developer,CyberCoders,Reston,VA
8792,"Project Manager, Marketing",Robert Half Technology,Menlo Park,CA
8793,Supplier Governance Manager,RMS Computer Corporation,Tampa,FL
8794,Senior Compensation Analyst,"TRC Staffing Services, Inc",Oakwood,GA
8795,Business Analyst,"Vector Consulting, Inc",Columbia,SC
8796,Algorithm Engineer - Machine Learning - Java / C/C++ / Scala,CyberCoders,Sunnyvale,CA
8797,Robert Half Technology Account Executive TS,Robert Half Technology,Edmonton,AB
8798,Robert Half Technology Account Executive CS,Robert Half Technology,Greenville,SC
8799,Senior Information Systems Specialist (1st Shift Help Desk Analyst),iQuasar LLC,Washington,DC
8800,Software Testing Engineer,Medpace,Cincinnati,OH
8801,Mechanical Engineer (ID#004),SRG Government Services,Fort Rucker,AL
8802,Customer Support Technician,Kyra Solutions,West Palm Beach,FL
8803,Sr. Solutions Consultant - Mainframe,Challenge-IT,Boston,MA
8804,Robert Half Technology Information Technology Search Division Director (Perm),Robert Half Technology,Tulsa,OK
8805,Big Data Security Specialist,"Fourth Technologies, Inc.",Cleveland,OH
8806,Robert Half Technology Information Technology Search Division Director (Perm),Robert Half Technology,New York - Midtown,NY
8807,Robert Half Technology Senior Recruiter CS,Robert Half Technology,Austin,TX
8808,QA engineer,Kavyos Consulting Inc,New York,NY
8809,Production Support Engineer,Spinnaker Search Group LLC,Radnor,PA
8810,"DevOps Engineer - Linux, MySQL, Python, shell script",CyberCoders,Sunnyvale,CA
8811,Sr. C# ASP.NET MVC AngularJS Software Developer in Cuyahoga Falls,"TapRoot Recruiting Solutions, Inc.",Cuyahoga Falls,OH
8812,Service Delivery Manager,Matlen Silver,Jersey City,NJ
8813,Global Mainframe Storage consultant,Maintec Technologies Inc,Jersey City,NJ
8814,Senior Manufacturing Process Engineer,CyberCoders,Norcross,GA
8815,Robert Half Technology Senior Recruiter CS,Robert Half Technology,Des Moines,IA
8816,Systems Engineer - iSCSI - Automotive Industry,CyberCoders,Wayne,PA
8817,Robert Half Technology Account Executive CS,Robert Half Technology,Orlando,FL
8818,Automation/Control Systems Engineer,CyberCoders,Boston,MA
8819,"DevOps Engineer - NYC, NY",Pivotal Solutions Inc,New York,NY
8820,Senior Technical Lead Architect (DEVOPS/Cloud),Freddie Mac,Mc Lean,VA
8821,"Flex PLM Developer with customization and enhancements -Lyndhurst,NJ",Plato Consulting,Lyndhurst,NJ
8822,"Core Java Developer Consultant - Omaha, NE",Aureus Group,Omaha,NE
8823,"Information Security, Tech Lead (GRC)",Freddie Mac,Mc Lean,VA
8824,Robert Half Technology Account Executive - Blended,Robert Half Technology,Austin,TX
8825,Robert Half Technology Account Executive CS,Robert Half Technology,Dallas,TX
8826,Developer Analyst - S. Sioux City,Aureus Group,South Sioux City,NE
8827,Junior .Net Developer,"Citizant, Inc.",Austin,TX
8828,"Database Architect - S. Sioux City, NE",Aureus Group,South Sioux City,NE
8829,Robert Half Technology Account Executive CS,Robert Half Technology,Midland,TX
8830,Robert Half Technology Account Executive CS,Robert Half Technology,New York - Midtown,NY
8831,Senior Front-end Developer (JavaScript) (2284-DCS),Stout Systems Development,Ann Arbor,MI
8832,Java Developer - CONTRACT/CONTRACT TO HIRE,CyberCoders,Thomasville,NC
8833,Entry Level - DevOps Engineer,"DST Systems, Inc",Kansas City,MO
8834,Audio Visual Engineer,RMS Computer Corporation,Jersey City,NJ
8835,Senior Recruiter,Chewy,Dania Beach,FL
8836,QA Engineer,Capital Markets Placement,New York,NY
8837,Senior UI / UX Engineer - Consumer,Cargurus,Cambridge,MA
8838,UAT Analyst Prf,Freddie Mac,Mc Lean,VA
8839,Database Specialist,CyberData Technologies,Tuscaloosa,AL
8840,Software Engineer III,Robert Half Technology,San Ramon,CA
8841,"NIPR/SIPR Admin Secret/TS/SCI Clearance in San Antonio, TX","22nd Century Technologies, Inc.",San Antonio,TX
8842,Robert Half Technology Staffing Support (Temp),Robert Half Technology,Oakbrook Terrace,IL
8843,"Sr. Software Engineer, Java, JEE",Cargurus,Cambridge,MA
8844,Development Professional (Java),Freddie Mac,Mc Lean,VA
8845,Robert Half Technology Account Executive CS,Robert Half Technology,Bethesda,MD
8847,"C#/SQL Stack Developer - Boston, MA",Pivotal Solutions Inc,Boston,MA
8848,"ExtJS, Java, Angular JS, Cordova, Node JS,Spring, Sencha, Hibernate",Primus Software Corp,Alpharetta,GA
8849,Automation Test Lead,Capital Markets Placement,New York,NY
8850,Technology Architect,Association of American Medical Colleges,Washington,DC
8851,Robert Half Technology Account Executive CS,Robert Half Technology,San Jose,CA
8852,Robert Half Technology Senior Recruiter TS,Robert Half Technology,Atlanta - Buckhead,GA
8853,"Device OEM - Wireless Prodcuts, 4g, LTE, GPRS, CDMA, Device",Primus Software Corp,Basking Ridge,NJ
8854,Information Security Sr,Freddie Mac,Carrollton,TX
8855,"Senior Software Engineer - Oracle, MySQL, PostgreSQL",CyberCoders,Phoenix,AZ
8856,Django UI Developer,Capital Markets Placement,New York,NY
8857,IT Consultant,TWE Solutions,Marina Del Rey,CA
8859,Robert Half Technology Account Executive CS,Robert Half Technology,Milwaukee,WI
8860,Robert Half Technology Information Technology Search Recruiting Manager (Perm),Robert Half Technology,Orlando,FL
8861,"OAT/Resilience Testing Consultant - Jersey City, NJ",Aureus Group,Jersey City,NJ
8862,Proposal Writer in Mclean VA,"22nd Century Technologies, Inc.",Mclean,VA
8863,Robert Half Technology Information Technology Search Recruiting Manager (Perm),Robert Half Technology,Oakland,CA
8864,"Java, J2EE, EJB, JSP, Hibernate, Struts, Spring, Unix, XML, OOP",Primus Software Corp,Warren,NJ
8865,Senior Application Analyst,"DST Systems, Inc",Kansas City,MO
8866,"Product Support Engineer - Familiar with Ruby or Python, Calling",CyberCoders,San Francisco,CA
8867,Java Application Developer,Aureus Group,Omaha,NE
8868,Trading Analyt Model Dev Mgr,Freddie Mac,Mc Lean,VA
8870,Robert Half Technology Account Executive CS,Robert Half Technology,Fort Worth,TX
8871,Systems Software Engineer,"Titan Technologies, Inc.",Las Vegas,NV
8872,Cyber Security Sr (SIOC),Freddie Mac,Herndon,VA
8873,Scientific Software Developer - ALL EXPERIENCE LEVELS!,CyberData Technologies,Tuscaloosa,AL
8874,Senior Digital Hardware Engineer - OMAP and Layout Expert!!,CyberCoders,Lawrence,KS
8875,Senior-Level JAVA Developer,iQuasar LLC,Arlington,VA
8876,"HTML, CSS, JavaScript, Web Developer",Primus Software Corp,Piscataway,NJ
8877,"Active TOP Secret Clearance Must !! Windows Administrator in Vienna, VA","22nd Century Technologies, Inc.",Vienna,VA
8878,Data Architect II,Aureus Group,Mission,KS
8879,Project Manager,Kyra Solutions,Orlando,FL
8880,"Computer Ops, Associate",Freddie Mac,Herndon,VA
8881,Software Engineer,Association of American Medical Colleges,Washington,DC
8882,Robert Half Technology Senior Recruiter CS,Robert Half Technology,Tampa,FL
8883,Lead Software Application Administrator,"DST Systems, Inc",Kansas City,MO
8884,"Front End Developer - JavaScript, HTML5, CSS",CyberCoders,Lexington,KY
8885,Microsoft Exchange Engineer (ID#002),SRG Government Services,Crystal City,VA
8886,"Senior Systems Engineer Consultant, IBM - Omaha",Aureus Group,Omaha,NE
8887,"Sr OOP Developer-Python, Java, C++-Tooling","SANS Consulting Services, Inc",New York,NY
8888,Senior Full Stack Engineer (Angular/Java),Capital Markets Placement,Mclean,VA
8889,Java Developer,Zolon Tech Solutions Inc,Alexandria,VA
8890,Cisco Unified Collaboration Engineer,Access Staffing,Albany,NY
8891,Systems Engineer (Cisco),TEK Connexion,Niles,OH
8892,Software Engineer,Medpace,Cincinnati,OH
8893,.Net Developer,Data Incorporated,Montreal,QC
8894,Sr. C# Developer,Rekruiters LLC.,Houston,TX
8895,Ruby on Rails developer,"KMM Technologies, Inc",Rockville,MD
8896,Enterprise Architect (ID#004),SRG Government Services,Omaha,NE
8897,Software Engineer (Java),Association of American Medical Colleges,Washington,DC
8898,Desktop Support Professional - 313803,University of Minnesota - OIT,Twin Cities,MN
8899,Mechanical Engineer- DSA EXPERIENCE REQUIRED,CyberCoders,Irvine,CA
8900,Management Consultant,iQuasar LLC,Washington,DC
8901,Sr. Network Engineer,"DST Systems, Inc",Kansas City,MO
8902,Application Analyst,"DST Systems, Inc",Kansas City,MO
8903,Application Support Consultant,WITS Solutions,Baltimore,MD
8904,IT Asset Mgmt (ITAM) Process Owner I,Aureus Group,Mission,KS
8905,Security Engineer - FTE,Matlen Silver,Jersey City,NJ
8906,Robert Half Technology Senior Recruiter CS,Robert Half Technology,Las Vegas,NV
8907,Software Architect - ASP.NET MVC - Industry Leader!,CyberCoders,Woodland Hills,CA
8908,Active Secret Must .Net Developer in Albuquerque NM,"22nd Century Technologies, Inc.",Albuquerque,NM
8909,Robert Half Technology Senior Recruiter TS,Robert Half Technology,Baltimore,MD
8910,ETL Test Engineer - SC,Stratford Solutions Inc,Columbia,SC
8911,Scientist,CyberData Technologies,Sterling,VA
8912,"Application Support, Production Support - Java, Apache, Unix, Tomcat",Primus Software Corp,Alpharetta,GA
8913,Systems Analysis Tech Lead,Freddie Mac,Reston,VA
8914,HRIS Analyst,Aureus Group,Kansas City,MO
8915,Robert Half Technology Receptionist II,Robert Half Technology,Dallas - Galleria,TX
8916,SAP Supervisor Software (QA) Quality Assurance,"Titan Technologies, Inc.",Fort Myers,FL
8917,Proposal Writer in Mclean VA,"22nd Century Technologies, Inc.",Mclean,VA
8918,Java Developer - Spring/Web Services,CyberCoders,Cary,NC
8919,Sr Java Developer - Jersey City,Aureus Group,Jersey City,NJ
8920,Salesforce Developer,Traverze Consultancy Solutions Private Limited,Scottsdale,AZ
8921,Data Modeler,"SoftHQ, Inc.",Cincinnati,OH
8922,Infrastructure/Operations Project Manager,"Citizant, Inc.",Washington,DC
8923,Recruiting Coordinator,Chewy,Dallas,TX
8924,"SR JAVA DEVELOPER - Omaha, NE",Aureus Group,Omaha,NE
8925,"Site Reliability Engineer - Python, Postgres, Cassandra",CyberCoders,San Francisco,CA
8926,Recruiter,Chewy,Dania Beach,FL
8927,Junior Project Manager,"Citizant, Inc.",Washington,DC
8928,Research & Enterprise Systems Support Team Lead - 313225,University of Minnesota - OIT,Twin Cities,MN
8929,Linux Storage Manager,Novus Global Solutions,Cincinnati,OH
8930,Robert Half Technology Account Executive TS,Robert Half Technology,Dallas - Galleria,TX
8931,"Senior Security Analyst - San Francisco, CA",Pivotal Solutions Inc,San Francisco,CA
8932,Development Professional (Java),Freddie Mac,Mc Lean,VA
8933,Robert Half Technology Account Executive CS,Robert Half Technology,Memphis,TN
8934,Lead Technical Recruiter,Association of American Medical Colleges,Washington,DC
8935,SharePoint 2010/2013 Developer,"Citizant, Inc.",Washington,DC
8936,IA Architect - Top Secret Clearance (ID#002),SRG Government Services,Tampa,FL
8937,Lead Java Developer - Equity offered,CyberCoders,Philadelphia,PA
8938,Data Support Analyst,Access Staffing,Rockville,MD
8939,Technology Lifcycle Manager - Windows Desktop,"DST Systems, Inc",Kansas City,MO
8940,Akamai Admin,HALLMARK GLOBAL TECHNOLOGIES INC,Hershey,PA
8941,Linux Engineer,TEK Connexion,Pittsburgh,PA
8942,Senior Automation Engineer,Cargurus,Cambridge,MA
8943,Data Analyst,iQuasar LLC,Herndon,VA
8944,"A2391A-Oracle RAC, Hadoop Database Administrator-Contract New York,NY","Technovision, Inc.",New York,NY
8945,Java Application Developer,Aureus Group,Omaha,NE
8946,DWH Test Lead,Capital Markets Placement,New York,NY
8947,Robert Half Technology Staffing Support CS,Robert Half Technology,Minneapolis,MN
8948,IT Asset Mgmt (ITAM) Process Owner I,Aureus Group,Mission,KS
8949,Senior JAVA Software Developer,"DST Systems, Inc",Kansas City,MO
8950,Help Desk Admin,Aureus Group,Omaha,NE
8951,Certified Epic Resolute HB / PB Claims Builder,CyberCoders,Verona,WI
8952,QA Test Lead - NFR,Spinnaker Search Group LLC,Iselin,NJ
8953,Robert Half Technology Permanent Placement Recruiting Manager,Robert Half Technology,Irvine,CA
8954,SQL Engineer with MySQL DB,"SilverSearch, Inc.",Roseland,NJ
8955,Remote - Senior Python Developer - Web Applications,CyberCoders,Richmond,VA
8956,AirWatch Architect/Engineer,Matlen Silver,Richmond,VA
8957,".NET Developer - C#, WPF, Subversion Systems!",CyberCoders,Suwanee,GA
8958,Sr. Systems Engineer (Security Clearance and IAT Level 3 a must) (ID#002),SRG Government Services,Crystal City,VA
8959,Mid-Level Software Engineer - DC Metro Area,Computer Futures,Washington,DC
8960,"Director, Application Services",Association of American Medical Colleges,Washington,DC
8961,Solutions Architect - 2016 Best Healthcare Company to Work For!,CyberCoders,Washington,DC
8962,CMDB Config Specialist,Novus Global Solutions,Fairfield,OH
8963,Courseware Programmer (ID#004),SRG Government Services,Orlando,FL
8964,IT Systems Engineering Manager,Aureus Group,Omaha,NE
8965,SATCOM (ID#002),SRG Government Services,Princeton,NJ
8966,"iOS Developer - Objective-C, iOS Development, SWIFT",CyberCoders,Irvine,CA
8967,UAT Tech Lead,Freddie Mac,Mc Lean,VA
8968,Mechanical Engineer - The right career move for you!,CyberCoders,Memphis,TN
8969,"DevOps, Front End, Angular, Nodjs, UI",Primus Software Corp,Walnut Creek,CA
8970,Systems Engineer-Contract,Aureus Group,Omaha,NE
8971,Full Stack Javascript Engineer,"DST Systems, Inc",Miami,FL
8972,Sr. Business Analyst,Association of American Medical Colleges,Washington,DC
8973,C# Developer,Aureus Group,Topeka,KS
8974,Senior Software Engineer (Python/Java),Capital Markets Placement,New York,NY
8975,Digital Designer,Capital Markets Placement,New York,NY
8976,IT RISK MANAGER,Aureus Group,Minnetonka,MN
8977,Arc GIS Expert,Aricent Technologies Mauritius LTD,Tampa,FL
8978,SENIOR ENGINEER - VULNERABILITY RESEARCH,VeriSign,Washington,DC
8979,Server Side Java/C++ E-trading Developer,"SANS Consulting Services, Inc",New York,NY
8980,Robert Half Technology Account Executive CS,Robert Half Technology,Minneapolis,MN
8981,Product Manager,Cargurus,Cambridge,MA
8982,Java/PHP LAMP Developer (2278-DCS),Stout Systems Development,Ann Arbor,MI
